 0.000000159	 0.000000001
 0.000000159	 0.000000000
 0.000000159	-0.000000001
 0.000000159	-0.000000002
 0.000000159	-0.000000002
 0.000000158	-0.000000003
 0.000000158	-0.000000004
 0.000000158	-0.000000004
 0.000000157	-0.000000005
 0.000000157	-0.000000005
 0.000000156	-0.000000005
 0.000000156	-0.000000005
 0.000000155	-0.000000005
 0.000000155	-0.000000005
 0.000000143	-0.000000004
 0.000000155	-0.000000009
 0.000000154	-0.000000002
 0.000000154	-0.000000001
 0.000000154	 0.000000000
 0.000000154	 0.000000002
 0.000000155	 0.000000004
 0.000000156	 0.000000006
 0.000000157	 0.000000008
 0.000000158	 0.000000010
 0.000000160	 0.000000013
 0.000000162	 0.000000015
 0.000000165	 0.000000018
 0.000000168	 0.000000021
 0.000000171	 0.000000024
 0.000000175	 0.000000026
 0.000000179	 0.000000029
 0.000000184	 0.000000032
 0.000000190	 0.000000035
 0.000000196	 0.000000038
 0.000000202	 0.000000040
 0.000000210	 0.000000043
 0.000000217	 0.000000045
 0.000000226	 0.000000047
 0.000000235	 0.000000048
 0.000000244	 0.000000049
 0.000000255	 0.000000049
 0.000000269	 0.000000026
 0.000000279	 0.000000052
 0.000000288	 0.000000049
 0.000000301	 0.000000048
 0.000000314	 0.000000045
 0.000000328	 0.000000042
 0.000000342	 0.000000038
 0.000000357	 0.000000033
 0.000000371	 0.000000027
 0.000000387	 0.000000021
 0.000000402	 0.000000013
 0.000000418	 0.000000004
 0.000000435	-0.000000006
 0.000000451	-0.000000017
 0.000000467	-0.000000030
 0.000000484	-0.000000044
 0.000000500	-0.000000059
 0.000000516	-0.000000075
 0.000000532	-0.000000093
 0.000000548	-0.000000112
 0.000000564	-0.000000133
 0.000000579	-0.000000155
 0.000000593	-0.000000178
 0.000000607	-0.000000203
 0.000000621	-0.000000230
 0.000000634	-0.000000257
 0.000000647	-0.000000286
 0.000000702	-0.000000302
 0.000000656	-0.000000352
 0.000000668	-0.000000386
 0.000000675	-0.000000420
 0.000000680	-0.000000457
 0.000000684	-0.000000494
 0.000000686	-0.000000533
 0.000000686	-0.000000574
 0.000000685	-0.000000615
 0.000000681	-0.000000657
 0.000000675	-0.000000701
 0.000000667	-0.000000745
 0.000000657	-0.000000790
 0.000000644	-0.000000836
 0.000000629	-0.000000882
 0.000000611	-0.000000929
 0.000000591	-0.000000976
 0.000000568	-0.000001024
 0.000000542	-0.000001071
 0.000000514	-0.000001119
 0.000000482	-0.000001166
 0.000000448	-0.000001213
 0.000000410	-0.000001259
 0.000000369	-0.000001304
 0.000000325	-0.000001348
 0.000000278	-0.000001390
 0.000000225	-0.000001427
 0.000000126	-0.000001382
 0.000000133	-0.000001542
 0.000000070	-0.000001570
 0.000000006	-0.000001604
-0.000000060	-0.000001638
-0.000000128	-0.000001670
